train_loss,test_clean_acc,test_clean_loss,test_asr,test_asr_loss,epoch
1.9916931308443895,0.3956,2.0654278545622615,0.9806,1.4820212793957657,35
1.9895612711796675,0.4228,2.037921887294502,0.9363,1.527511079599903,36
1.9870399416560103,0.4213,2.03904404306108,0.9566,1.5079481723202262,37
1.9847792993726023,0.4095,2.0485778599028377,0.8878,1.5772850695689014,38
1.9825295840992647,0.4216,2.038239003746373,0.9335,1.530802513383756,39
1.9804297249640346,0.4201,2.041304546556655,0.97,1.4926242509465308,40
1.9773589229339834,0.427,2.0310130415448717,0.9519,1.5114089265750472,41
1.975726115429188,0.4219,2.039024685598483,0.9683,1.4938013849744372,42
1.9738326206841432,0.4318,2.029533342191368,0.9615,1.5016432484244084,43
1.971985019381394,0.431,2.0270909594882065,0.9271,1.5364322578831084,44
1.9698898432504794,0.4343,2.0237912903925417,0.9489,1.5132380632837867,45
1.9679432744565217,0.4327,2.0261640981504114,0.9324,1.5293395731859147,46
1.9654984340033568,0.4324,2.0272004475259475,0.9522,1.5103057994964018,47
1.9637513611932544,0.4372,2.0222004796289337,0.9606,1.5016404899062625,48
1.961632770040761,0.4432,2.018323174707449,0.9558,1.5075370339071674,49
1.9598922534367007,0.443,2.0153349797437143,0.9573,1.5052259385965432,50
1.9578852738870685,0.4393,2.019727810173278,0.9727,1.4898261993553987,51
1.9556723982476822,0.4462,2.014107480929915,0.9571,1.5060120168005584,52
1.9534520298013907,0.4494,2.0107815797161903,0.9403,1.5223582519847116,53
1.9517344599184783,0.4442,2.0130798171280295,0.9522,1.5109643207234182,54
1.9490251858216112,0.4505,2.005754134457582,0.9544,1.508478753126351,55
1.9471615062040442,0.4487,2.010945641311111,0.9377,1.525592884440331,56
1.9455482112172315,0.4512,2.006862702643036,0.969,1.4930097958084885,57
1.9432274703784367,0.4576,2.002480664830299,0.9483,1.5148228938412514,58
1.9407870007292998,0.4584,2.00054540527854,0.9595,1.5027173803110792,59
1.9390266594069694,0.4478,2.0116929149931404,0.9159,1.5469601207478032,60
1.9367060746683185,0.4625,1.99824632808661,0.9556,1.5062525689981545,61
1.9349265330282928,0.4653,1.9964680800772017,0.933,1.5302747047630845,62
1.9330566094049713,0.4643,1.99455829258937,0.9589,1.5026505297156656,63
1.9302777146439418,0.4671,1.9915898673853296,0.9391,1.5237193358172276,64
1.9284248059363012,0.4657,1.9950058308376628,0.9699,1.492256418914552,65
1.9258870858975383,0.4746,1.987485240219505,0.9456,1.5176504220172857,66
1.9247433401434624,0.4676,1.9919661594803926,0.9579,1.5037517251482435,67
1.922510171485374,0.4694,1.991385011915948,0.9561,1.5058731296259886,68
1.920380809422954,0.4685,1.990318283153947,0.9463,1.5146675466731856,69
1.918157475073929,0.478,1.9842900683166116,0.9412,1.5203920898923449,70
1.9160893042679028,0.4668,1.9923243439121612,0.9219,1.540427448643241,71
1.9138088372662245,0.4747,1.9847242946078063,0.9332,1.5287484173562116,72
1.9111382760050353,0.4787,1.9815373420715332,0.9448,1.5182297647379006,73
1.9090379485693734,0.4773,1.980476011136535,0.9614,1.5006665978462073,74
1.9067986920056745,0.4578,1.9996468990471712,0.9906,1.4710554605836321,75
1.9044913757792519,0.4793,1.9807145231089014,0.9232,1.539444094250916,76
1.9022514948149776,0.4806,1.9786214912013642,0.9411,1.521085992740218,77
1.9002225051450607,0.4839,1.9752073994108066,0.944,1.5184953660721991,78
1.8979158133192136,0.483,1.973207703061924,0.9542,1.507613252682291,79
1.8960107671635231,0.4756,1.9832999751826001,0.9567,1.5052490522907038,80
1.892943087136349,0.4803,1.9802985806374034,0.9677,1.4935776048405156,81
1.8919713637408089,0.4776,1.9820065908371263,0.9763,1.485085157831763,82
1.8893712036445012,0.4905,1.970310363799903,0.9511,1.5114479490146515,83
1.8870596727141944,0.4804,1.976558756676449,0.9707,1.491226076320478,84
1.8847534491887787,0.4898,1.9678408833825665,0.9545,1.508029621877488,85
1.883700709818574,0.4926,1.9649371994528801,0.9592,1.5027804640448017,86
1.8809717671035806,0.4924,1.9690094730656618,0.9157,1.5454866407783168,87
1.8789835195712117,0.4951,1.9641431562460152,0.9632,1.4993545879983599,88
1.8767086721747124,0.4999,1.9599194245733274,0.9508,1.5100223972539233,89
1.8746565796835037,0.4976,1.9627940054911717,0.9748,1.4868610246925598,90
1.8726079213954603,0.5042,1.9547175138619295,0.9471,1.5144094745064998,91
1.870999933813539,0.4932,1.965204166758592,0.9209,1.5411182573646496,92
1.8682087071411444,0.5061,1.9529655814930131,0.9581,1.5032796320641877,93
1.8667983423413523,0.4919,1.967396649585408,0.9485,1.5130645477088394,94
1.8642823202225862,0.5028,1.95682561321623,0.9725,1.4893795623900785,95
1.8625674040421196,0.5036,1.9549465969109991,0.9421,1.5196865743892207,96
1.8606735970967871,0.5023,1.955495271713111,0.9624,1.4994068457062837,97
1.8579215515605019,0.5046,1.9533697427458065,0.9638,1.4970990518096146,98
1.8558838202825287,0.5066,1.9524353036455289,0.9673,1.4946813947835547,99
